130776,Gijón (España),4
453521,Barcelona (España),8
932783,No lo digo (España),8
269461,León (España),7
510263,Stalingrado (Rusia),6
173146,Santander (España),7
793153,Barcelona (España),1
895203,Salamanca (España),5
720406,VOD killed the cinema star (España),5
247011,Madrid (España),9
838335,Madrid (España),3
239839,madrid (España),7
914125,Ladera del Monte Titano (San Marino),9
587449,MARBELLA (España),9
596849,Madrid (España),5
815985,madrid (España),3
264223,Madrid (España),9
955488,Barcelona (España),4
407348,Medellín (Colombia),10
834187,Lleida (España),2
178257,Palma (Mallorca) (España),8
517374,Honor al Sabadell! (España),4
391357,Qingoco (China),6
453676,Albacete (Mauricio (Isla)),4
194406,tegucigalpa (Honduras),9
238700,Gipuzkoa (España),6
166741,MEXICO (México),7
977734,Salamanca (España),7
480302,Cádiz (España),8
177697,"No os mováis tanto, (Estados Unidos)",8
986972,Cáceres (España),9
451351,Girona (España),1
981553,madrid (España),4
738351,Valladolid (España),5
722723,Zaragoza (España),9
396735,Reus (España),7
375741,Málaga (España),9
190658,L'Olleria ( Valencia ) (España),8
341533,Móstoles (España),3
789408,Barcelona (España),10
690687,Bilbao (España),8
300185,madrid (España),4
410853,Gotham City (Nueva Zelanda),5
601465,www.manderlay.es (España),5
550907,MADRID (España),3
440013,Madrid (España),2
535486,New York (Estados Unidos),8
459732,no (España),9
771644,Madrid (España),10
9948245,Islas Baleares (España),10
686717,Ciudadano del mundo (Austria),1
902377,MURCIA (España),4
522338,Madrid (España),2
881283,Cáceres (España),1
886352,lima (Perú),3
803315,Valencia (España),5
100341,madrid (España),3
597572,Aquí (España),10
307108,Totana (España),8
150990,Santa Cruz de Tenerife (España),8
162878,la laguna - tenerife - canarias (España),7
499790,Sevilla (España),9
799140,San Sebastián (España),8
837583,elcriticosempiterno.wordpress.com (España),8
392903,Madrid (España),8
560216,madrid (España),9
529540,Málaga (España),9
157765,Tarragona (España),7
463510,Donostia (España),1
177669,Oviedo (España),4
416851,Barcelona (España),4
419149,Bilbao (España),4
411553,Eivissa (España),3
797985,Salamanca (España),5
893253,Cádiz (España),10
530158,Gijón (España),3
429026,Madrid (España),2
235510,Valencia (España),4
211211,Madrid (España),6
292356,Madrid (España),8
912947,Málaga (España),6
310960,Oviedo (España),9
510263,Stalingrado (Rusia),2
129433,Valladolid (España),9
295369,Valladolid (España),7
484565,MADRID (España),9
776285,Barclona (España),8
437336,León (España),8
116927,Calahorra (España),7
239100,Nueva York (Estados Unidos),10
953565,PALMA DE MALLORCA (España),9
841664,madrid (España),8
866849,La Bisbal d'Empordà (España),8
851894,Guápiles (Costa Rica),8
174730,ALICANTE (España),8
943111,La Coruña (España),10
511488,Madrid (España),8
8435140,Madrid (España),4
859110,México (México),2
431873,Burgos (España),5
788814,zaragoza (España),1
460116,Tokyo (Japón),2
485567,Madrid (España),4
324512,SANTANDER (España),5
467152,Barcelona (España),4
292537,Madrid (España),5
981676,Sevilla (España),4
111468,Madrid (España),3
897075,madrid (España),3
921435,asturias (España),7
350007,Buenos Aires (Argentina),7
678332,Agartha (España),4
285350,Monterrey (México),7
873204,BADAJOZ (España),6
8613771,Betanzos (España),6
770217,Albacete (España),7
459899,LOGROÑO (España),5
904122,Barcelona (España),6
3027753,Tarragona (España),6
4825754,Barcelona (España),2
152013,Lleida (España),1
615435,Madrid (España),3
603446,Santa Cruz de Tenerife (España),5
271343,Granada (España),7
842398,Valencia (España),7
2557225,Alicante (España),6
4736529,Madrid (España),7
497809,Las Palmas (España),6
3226202,CUNIT (España),8
1248527,Pontevedra (España),6
6847806,Valencia (España),2
744126,rufino (Argentina),5
395892,Valencia (España),7
872836,Madrid (España),4
801829,San Pedro del Pinatar (España),6
953284,Vigo (España),5
626226,TERRASSA (España),6
651197,San Jorge (Argentina),2
170296,Palencia (España),6
735650,Manila (Colombia),5
195264,Córdoba (España),6
215873,Madrid (España),6
998864,Jerez de la Frontera (España),6
508099,MADRID (España),6
1824988,Toledo (España),5
801986,Burgos (España),6
2117488,Madrid (España),6
632810,ALICANTE (España),7
366703,Collado Villalba (España),1
3618157,Barcelona (España),8
8214197,Buenos Aires (Argentina),3
914978,Barcelona (España),4
966025,Bogota (Colombia),8
374107,Vigo (España),1
2622535,Cali (Colombia),4
893253,Cádiz (España),10
191188,Madrid (España),5
412995,Santander (España),10
309895,BURGOS (España),8
661247,Ferrol (España),7
294456,"Avilés, Principáu d'Asturies. (España)",9
507028,Vitoria (España),6
533877,Pamplona (España),9
517374,Honor al Sabadell! (España),4
974055,Palma de Mallorca (España),9
486344,valencia (España),8
212926,Las Palmas (España),8
450741,Las Palmas (España),7
608330,Madrid (España),8
527268,Barcelona (España),3
455809,buenos aires (Argentina),8
122178,Barcelona (España),6
125228,La Paz (Bolivia),6
888366,Buenos Aires (Argentina),8
684389,Montanyana City (Tanzania),7
812057,Parla (España),8
677045,montevideo (Uruguay),9
802160,BOULOGNE (Argentina),7
799140,San Sebastián (España),9
254570,Burgos (España),7
284311,Barcelona (España),5
811921,Pamplona (España),9
836411,las palmas (España),6
770217,Albacete (España),6
541717,buenos aires (Argentina),9
606658,Raccoon City (Estados Unidos),3
273407,Madrid (España),6
365245,Una de tantas (España),9
502507,Ribeira (España),8
476951,Barcelona (España),8
436030,Badalona (España),9
165677,madrid (España),5
884456,valladolid (España),9
639674,Fernando Alonso de menos... (Bahamas),5
636449,Rivas(Madrid) (España),7
612432,Badajoz (España),7
157716,Jaén (España),8
384887,valencia (España),7
469997,Pego (España),5
652913,RAFAL (ALICANTE) (España),9
202798,El Puerto de Santa María (España),6
163919,Barcelona (España),6
310455,Zaragoza (España),6
165962,Málaga (España),5
974499,BARCELONA (España),7
205212,Estepona (España),6
405702,Madrid (España),8
460256,Vigo (Vietnam),6
536922,Parla (España),6
377179,bilbao (España),6
352717,Madrid (España),7
843867,Albacete (España),7
839057,Barakaldo (España),6
782965,Almería (España),6
971247,Mercedes (Uruguay),6
352539,Valencia (España),6
912947,Málaga (España),6
190658,L'Olleria ( Valencia ) (España),7
287229,Moscú (Rusia),6
260752,madrid (España),7
241919,Caracas (Venezuela),8
352680,madrid (España),4
998864,Jerez de la Frontera (España),6
103696,Guadalajara (México),9
710827,Oviedo (España),3
137856,Santa Fe (Argentina),5
140445,Murcia (España),8
666339,JAÉN (España),7
252443,Albacete (España),8
563378,"Vilanova i la geltrú, Barcelona (España)",7
813143,Valencia (España),6
562479,balsareny (España),6
804498,Barcelona (España),4
340226,Barcelona (España),7
268710,"Oviedo, Spain (España)",7
842274,Madrid (España),6
292537,Madrid (España),4
116927,Calahorra (España),7
325033,Valladolid (España),8
910564,Barcelona (España),8
613707,Madrid (España),2
581044,Barcelona (España),5
895036,madrid (España),6
341366,Huesca (España),8
238517,Sevilla (España),6
957889,Madrid (España),6
908732,Plentzia (España),9
412749,Vigo (España),6
331483,Vigo (España),4
498947,A Coruña (España),4
609184,Sevilla (España),7
400629,Mota del Cuervo (España),7
9545248,celaya (México),10
195264,Córdoba (España),6
693815,Sevilla (España),7
333404,S/C de Tenerife // Madrid (España),8
894704,Berlin (Alemania),3
606658,Raccoon City (Estados Unidos),5
511148,Madrid (España),5
273407,Madrid (España),7
589535,madrid (España),2
205829,barcelona (España),7
914125,Ladera del Monte Titano (San Marino),6
223231,Abroad (de momento) (España),5
387987,Valencia (España),7
517374,Honor al Sabadell! (España),4
543338,Tres Cantos (España),7
460256,Vigo (Vietnam),7
605295,la plata (Argentina),8
126402,Ourense (España),7
391357,Qingoco (China),4
663770,Córdoba (España),9
189796,Girona (España),9
278856,Suena Wagner y tengo ganas de invadir (Polonia),6
799140,San Sebastián (España),8
260771,bcn (España),8
174833,Hannover (Alemania),2
195467,Barcelona (España),9
706536,Badalona (España),1
324413,Malaga (España),2
229852,Granada (España),9
184011,barcelona (España),9
874343,Sabiñánigo (España),7
242436,Lleida (España),7
688414,Guanabacoa (Cuba),3
125712,las críticas me la (Sudán),4
808543,San Sebastian-Donostia (España),8
452166,Valencia (España),9
932115,Madrid (España),7
221908,Madrid (España),6
640540,Granollers (España),9
977734,Salamanca (España),8
991061,"Madrid, Jaca (España)",8
658494,Tucuman (Argentina),8
793437,úbeda (España),8
379862,"El puerto de Santa Maria,Cadiz (España)",5
997062,Barcelona (España),8
874601,Valladolid (España),6
315917,nerja (España),7
873404,Cartagena (España),7
488329,Granada (España),6
968776,Castellón (España),6
124975,Er coño de la Bernarda (Bosnia y Herzegovina),1
636449,Rivas(Madrid) (España),10
436103,A Coruña (España),6
931323,Estocolmo (Suecia),8
961563,Guayaquil (Ecuador),4
533486,Tierramedia (España),5
531518,Steven Seagal siempre será el Gran (Timor Oriental),1
903688,Barcelona (España),8
178120,Ferrol (España),6
276086,Bogota (Colombia),7
389916,fuengirola (España),7
622740,Torrevieja (España),8
747094,Murcia (España),7
660362,murcia (España),2
377179,bilbao (España),7
396384,La Coruña (España),9
138914,asturias (España),8
714185,Zaragoza (España),9
389159,Zaragoza (España),9
869425,almeria (España),6
142693,Buenos Aires (Argentina),8
679828,Madrid (España),7
404165,BCN (España),5
855513,Sevilla (España),2
452816,Madrid (España),9
735650,Manila (Colombia),8
239100,Nueva York (Estados Unidos),7
407348,Medellín (Colombia),6
627399,Freedonia (Micronesia),7
634806,mexico (México),1
292537,Madrid (España),1
480310,Buenos Aires (Argentina),1
313182,Oviedo (España),3
265246,MADRID (España),4
111440,Malaga (España),9
714307,puerto real (España),5
183656,Madrid (España),8
849458,Te mando a (Belize),7
479812,Vigo (España),5
888366,Buenos Aires (Argentina),5
884443,Madrid (España),6
228374,Vigo (España),8
374350,Málaga (España),7
404128,Centelles (Italia),6
915644,Madrid (España),6
988882,Mi barrio (España),5
148626,Barcelona (España),7
171423,L´H (España),7
803570,Pobra do Caramiñal (España),6
983550,Madrid (España),7
630795,Alicante/Alacant (Finlandia),7
113837,tulancingo (México),9
206968,Sevilla (España),7
215873,Madrid (España),7
953384,des (España),9
7313988,Ciudad de México (México),6
5596013,Madrid (España),5
160297,Pasajero 58 (España),9
623239,Madrid (España),7
2842987,Madrid (España),4
357175,Barcelona (España),2
237146,Sevilla (España),6
651163,Ponteareas (España),4
943066,ORENSE (España),5
136625,Lleida (España),8
6086016,Ferrol (España),4
121816,Sumacárcer (España),7
2454915,Granada (España),2
938223,Valencia (España),6
8665305,Rosario (Argentina),3
1046638,Vlorë (Albania),7
919046,las palmas de gran canaria (España),6
902309,Mar del Plata (Argentina),6
7276334,Santiago de Chile (Chile),5
900152,PONTEVEDRA - vigo (España),7
210536,Madrid (España),1
2335493,gijon (España),3
459393,Barcelona (España),2
5773072,Barcelona (España),2
9159122,Alicante (España),3
204864,Alfafar (España),2
9075410,Pamplona (España),7
314783,Salamanca (España),6
892503,Madrid (España),5
883746,Madrid (España),3
921435,asturias (España),10
771379,Madrid (España),8
660187,Madrid (España),4
1339190,Valladolid (España),10
782642,Shangri-la. Andalucía (España),6
986328,Madrid (España),3
132398,madrid (España),9
2924615,Madrid (España),8
167778,Miami (Estados Unidos),5
465717,grazalema (España),1
485403,burgos (España),8
426497,Madrid (España),5
3027753,Tarragona (España),7
3066740,Zaragoza (España),7
404103,Madrid (España),7
707161,malaga (España),5
3863230,Madrid (España),6
649126,OVIEDO (España),7
243120,Cartagena (Colombia),6
747121,Madrid (España),8
286896,LAS PALMAS (España),5
800995,Murcia (España),7
534287,Valencia (España),9
670105,CÓRDOBA (España),9
9542404,sevilla (España),7
508099,MADRID (España),8
838178,San José (Costa Rica),9
104683,pobra (España),7
9069746,coruña (España),7
452816,Madrid (España),7
404128,Centelles (Italia),7
3297667,Santa Cruz de tenerife (España),7
518904,SORIA (España),8
2557225,Alicante (España),7
8142467,Murcia (España),7
215932,Barcelona (España),7
924191,Soria (España),8
3749203,ELDA (España),10
847731,L'Ametlla del valles (España),8
5908556,Sevilla (España),9
7028308,Madrid (España),8
6996887,Algeciras (España),8
786642,sevilla (España),1
607038,Nomada (España),7
141788,Albacete (España),6
350007,Buenos Aires (Argentina),7
8957325,Santiago de Compostela (España),7
4592997,Valencia (España),10
601026,Belén de Escobar (Argentina),9
488689,Valladolid (España),6
880310,PALMA (España),9
775215,CORDOBA (España),8
286152,Málaga (España),5
244498,Zaragoza (España),9
1034953,Lugo (España),9
7492652,Barcelona (España),10
5193019,vigo (España),7
893913,Bilbao (España),9
9966240,Montevideo (Uruguay),3
494366,Córdoba (España),8
763746,Madrid (España),8
439203,Barcelona (España),9
132421,Córdoba (España),7
714476,Ciutadella de Menorca (España),7
625470,Ceuta (España),7
321899,Valladolid (España),7
951966,Avilés. Asturias (España),8
573735,Bilbao (España),8
2721951,Sevilla (España),2
6488845,Salamanca (España),1
8666115,Moscas del Páramo (España),6
8533129,JEREZ (España),7
713882,A Coruña (España),4
5523597,MADRID (España),2
624352,Getafe (España),2
5819643,barcelona (España),1
433748,Madrid (España),1
674937,"París, Texas (Madagascar)",8
522712,salamanca (España),2
8827744,Madrid (España),1
6336069,madrid (España),1
939226,TOLEDO (España),1
943066,ORENSE (España),3
5377743,Getafe (España),2
9170655,Sencelles (España),2
730149,valencia (España),7
990898,Bilbao (España),4
1990168,MADRID (España),5
5856059,Fuenlabrada (España),2
8931474,Madrid (España),9
608330,Madrid (España),8
846550,Granada (España),7
702213,León (España),7
1979122,Madrid (España),4
862702,Zaragoza (España),7
564178,Elche (España),5
4653241,Covadonga (España),1
335327,Gijón (España),6
353717,Valladolid (España),7
866356,Vigo (España),6
7803999,Bueu (España),9
9432957,Vitoria (España),7
3027753,Tarragona (España),6
7510683,Valladolid (España),6
541600,Sevilla (España),3
4501192,Pontevedra (España),1
1128841,Madrid (España),6
222905,Madrid (España),7
972702,Guipuzcoa (España),5
508099,MADRID (España),7
3851098,Murcia (España),7
938223,Valencia (España),6
895036,madrid (España),5
559502,Granada (España),8
5298713,Madrid (España),2
800995,Murcia (España),8
174729,madrid (España),3
4736529,Madrid (España),9
283628,Tarragona (España),7
282753,Alicante (España),5
628503,cartagena (España),3
525027,Madrid (España),3
805801,Barcelona (España),7
4533331,Galapagar (Madrid) (España),8
8195713,Málaga (España),7
747273,San Sebastian (España),7
748243,alicante (España),9
318115,Barcelona (España),7
731385,Madrid (España),7
504706,Madrid (España),4
656642,Málaga (España),1
807236,Zaragoza (España),1
2647544,Barcelona (España),7
314783,Salamanca (España),5
976557,Bedroom Town (Comores),6
195264,Córdoba (España),7
494366,Córdoba (España),7
4598030,Villena (España),7
599448,Madrid (España),7
1950878,Sevilla (España),7
248847,TOLEDO (España),7
8546336,Palma de Mallorca (España),5
966717,Badajoz (España),3
418627,albacete (España),7
8245139,MALAGA (España),1
1962979,Andalucía (España),7
2320555,Manila (Filipinas),7
4623185,Málaga (España),7
2143920,Málaga (España),7
9398649,Málaga (España),6
9877058,Málaga (España),7
7162990,Malaga (España),7
708608,Albacete (España),7
8479662,santa cruz de la palma (España),9
652913,RAFAL (ALICANTE) (España),8
485403,burgos (España),8
286896,LAS PALMAS (España),7
6534689,Barcelona (España),7
539202,Innisfree (Irlanda),4
762424,las palmas (España),5
479109,Madrid (España),6
162227,Bilbao (España),7
271343,Granada (España),7
804180,vigo (España),5
488689,Valladolid (España),6
132421,Córdoba (España),6
183593,Cartago (Costa Rica),9
794376,sant antolí (España),7
823937,MÁALGA (España),7
188231,Rosario (Argentina),9
518904,SORIA (España),7
632242,Mordor (España),8
900152,PONTEVEDRA - vigo (España),6
630591,Montevideo (Uruguay),4
485403,burgos (España),8
766488,A Coruña (España),6
773324,s (España),3
452816,Madrid (España),9
527264,zaragoza (España),7
8994159,León (España),5
364626,Liberia (Costa Rica),6
5996827,Blanes (España),6
8983399,madrid (España),7
388254,huelva (España),7
872836,Madrid (España),6
4060020,http://unhombresinpiedad.com (España),6
2549088,ZARAGOZA (España),7
5393395,bilbao (España),10
374744,Mondragon (España),7
9478260,Puebla (México),8
670105,CÓRDOBA (España),8
801986,Burgos (España),7
105773,Castellón (España),9
318115,Barcelona (España),7
162227,Bilbao (España),6
104683,pobra (España),7
459899,LOGROÑO (España),6
357175,Barcelona (España),6
258498,Palma de Mallorca (España),7
653693,La Serena (Chile),10
133445,vigo (España),9
350875,haedo (Argentina),10
104817,Barcelona (España),9
586873,Siempre me lavo con (Gabón),8
8404328,Zapoapn (México),10
558490,Lima (Perú),7
772982,Madrid (España),5
7667194,Madrid (España),6
2875381,Albacete (España),6
900152,PONTEVEDRA - vigo (España),3
165528,Buenos aires (Argentina),4
283085,Barcelona (España),5
195264,Córdoba (España),3
9904984,ROSARIO (Argentina),5
8612523,Madrid (España),4
959023,Por ahí (México),7
550907,MADRID (España),1
606658,Raccoon City (Estados Unidos),2
391357,Qingoco (China),2
367297,Barcelona (España),2
629810,Vigo (España),5
420411,Asturiax (España),7
396807,Ferrol (España),6
846528,Valladolid (España),7
264223,Madrid (España),5
981553,madrid (España),2
173035,Valencia (España),9
341366,Huesca (España),5
350130,Madrid (España),1
374350,Málaga (España),5
146416,Madrid (España),1
580695,Córdoba (España),2
161021,vigo (España),2
816305,Sevilla (España),2
835979,Tenerife (España),1
738351,Valladolid (España),2
888366,Buenos Aires (Argentina),3
727199,valladolid (España),2
865408,premia de mar (España),3
946352,Madrid (España),5
690727,Barcelona (España),1
665233,merida (España),1
476876,salamanca (España),1
587727,Groningen (Países Bajos (Holanda)),3
475977,Valladolid (España),3
636449,Rivas(Madrid) (España),6
251860,Barcelona (España),6
805203,Sevilla (España),6
297513,Rosario (Argentina),5
961563,Guayaquil (Ecuador),5
137856,Santa Fe (Argentina),6
734583,granada (España),8
244814,A Coruña (España),3
543565,Águilas (Murcia) (España),4
561752,madrid (España),1
118880,espiel (España),5
415240,Latacunga (Ecuador),5
494366,Córdoba (España),5
148626,Barcelona (España),1
808595,Vilagarcía (España),2
476951,Barcelona (España),2
823170,Fargo (Antigua y Barbuda),2
751464,Asturias (España),1
364583,Barcelona (España),2
396400,Las Palmas (España),2
158052,Las Palmas de Gran Canaria (España),4
289990,544 Camp Street. New Orleans (Estados Unidos),2
743856,Fuengirola (Málaga) (España),1
682052,CORUÑA (España),4
345715,Plentzia (España),5
515011,Jaén (España),5
241919,Caracas (Venezuela),4
195264,Córdoba (España),7
6846690,Buenos Aires (Argentina),3
728570,Málaga (España),4
688414,Guanabacoa (Cuba),2
663410,Valencia (España),1
430523,Jerez de la Frontera (España),1
617069,Lima (Perú),1
425090,Gran Canaria (España),1
192519,Sevilla (España),4
266584,Zumarraga (España),2
188729,Bilbao (España),5
679801,santa cruz de tenerife (España),3
283894,Madrid (España),4
7656860,Andalucía (España),10
985756,Madrid (España),1
215873,Madrid (España),2
720412,Las Palmas G.C. (España),1
377625,Lima (Perú),3
102520,S/C Tenerife (España),3
600659,Asturias (España),4
389916,fuengirola (España),2
560584,palma de mallorca (España),1
382279,Barcelona (España),9
319581,Madrid (España),10
641149,Barcelona (España),9
728570,Málaga (España),9
104555,Hijo de la Santísima (Trinidad y Tobago),8
895610,Santo Domingo (Rep. Dominicana),10
905527,Santa Eulàlia de Riuprimer (España),10
970432,Buenos Aires (Argentina),10
919662,Alicante (España),10
951701,Madrid (España),8
637854,sevilla (España),10
627399,Freedonia (Micronesia),7
704374,Ferrol (España),9
697134,leon (España),10
899051,Aspe (España),9
689184,madrid (España),9
151533,Malaga (España),9
289694,Span (España),7
956655,Valencia (España),9
9173543,Tomelloso (España),10
547156,Valencia (España),9
4023469,Madrid (España),10
663770,Córdoba (España),8
519731,Sevilla (España),10
640889,Madrid (España),9
922804,leon (España),9
173436,Zaragoza (España),9
1933082,MADRID (España),9
710992,madrid (España),9
143528,General Pinedo (Argentina),10
707412,Madrid (España),10
253391,MADRID (España),10
360419,ZARAGOZA (España),10
371032,Girona (España),9
153571,Málaga (España),8
647779,Tapia de Casariego (España),10
166860,Terrassa (España),9
3406372,MADRID (España),8
1217099,Granada (España),8
265143,Nunca Jamas (España),8
917251,"Los Angeles, CA (Estados Unidos)",8
977572,Almeria (España),5
785154,Las Palmas de Gran Canaria (España),5
9544398,bogota (Colombia),9
372902,Málaga (España),5
1818872,valencia (España),6
611523,Mar del Plata (España),5
602386,Mallorca (España),1
465785,Una criatura (Antigua y Barbuda),9
641020,Leon (España),10
504151,Bon Temps (Louisiana) (Estados Unidos),9
369212,Demonlandia (Tajikistan),10
606658,Raccoon City (Estados Unidos),8
608495,Villa Pingüino (España),10
519979,Gerona (España),9
815630,Vinaròs (España),10
166948,Granada (España),10
657063,Gijón (España),9
625526,Murcia (España),9
317310,Sevilla (España),10
452816,Madrid (España),10
391357,Qingoco (China),10
615519,OURENSE (España),10
836823,Estepona (España),10
684389,Montanyana City (Tanzania),9
997353,murcia (España),10
875820,Barcelona (España),10
567519,Murcia (España),10
9868271,Urduliz (España),10
921435,asturias (España),10
875639,Córdoba (España),10
173382,Valencia (España),10
501572,San Sebastian (España),10
586873,Siempre me lavo con (Gabón),10
489669,Madrid (España),8
936153,Granada (España),10
9814800,Telde (España),10
640889,Madrid (España),10
524956,osaka feudal (Japón),10
805985,Paterna (España),10
970452,Madrid (España),10
765277,Cordoba (España),9
991846,aviles (España),10
983550,Madrid (España),10
662962,Palma de Mallorca (España),10
258217,NARON (España),10
146932,London (España),10
572296,Ripollet (España),10
392320,Corruptown (España),10
160157,Barcelona (España),10
743975,Valencia (España),9
477128,Madrid (España),10
427047,Málaga (España),10
314672,Llers (España),10
9637883,Ibi (España),10
872366,zaragoza (España),10
652622,las palmas de gran canaria (España),10
265391,TOLEDO (España),10
246053,Valladolid (España),10
189140,granada (España),10
141531,Huelva (España),10
5569015,Murcia (España),10
794376,sant antolí (España),10
514218,Madrid (España),10
213411,San Jose (Costa Rica),10
801829,San Pedro del Pinatar (España),10
740231,Sallent (España),10
479342,Valencia (España),10
866945,Preparando una (Macedonia),8
902736,Trujillo (Perú),10
5701581,cali (España),10
379314,Huelva (España),10
885288,Castellon (España),10
883656,Santander (España),10
861391,Maracaibo (Venezuela),10
476951,Barcelona (España),9
727930,Valencia (España),10
339458,Kartagena (España),10
909414,cordoba (España),10
236670,Tapia de Casariego (España),10
878871,Montería (Colombia),10
4934638,MURCIA (España),10
898015,Granada (España),10
933813,Barcelona (España),9
575045,banyoles (España),10
299190,Madrid (España),10
860168,Murcia (España),10
743077,madrid (España),10
349379,Balaguer (España),10
369745,Gerona (España),10
259595,Sevilla (España),10
702634,Vigo (España),9
625263,Mordor (Montenegro),2
985756,Madrid (España),10
250429,Málaga (España),10
4701999,Zamora (España),10
9958346,Madrid (España),10
489236,Barcelona (España),10
736783,Granada (España),10
473742,Móstoles (España),9
775631,sevilla (España),10
627399,Freedonia (Micronesia),9
864256,Lolailo (Burkina Faso),8
9565894,Valencia (España),10
756246,Najera (España),9
815185,Granada (España),9
7042416,vigo (España),10
8023068,Barcelona (España),10
692681,Madrid (España),5
606658,Raccoon City (Estados Unidos),8
945601,Villanueva de la Serena (Extremadura) (España),5
927388,Almería (España),8
500763,Baca (Laos),9
278856,Suena Wagner y tengo ganas de invadir (Polonia),5
223042,Terrassa (Polonia),9
465785,Una criatura (Antigua y Barbuda),8
436503,Bogotá (Colombia),5
504651,Madrid (España),8
660939,Madrid (España),4
651709,BB (Argentina),3
621878,Madrid (España),10
705164,Shambala (Nepal),7
319043,Barcelona (España),8
264223,Madrid (España),9
948566,Madrid (España),9
418223,Castellón (España),9
496383,ronda (España),8
837583,elcriticosempiterno.wordpress.com (España),8
815985,madrid (España),7
369212,Demonlandia (Tajikistan),6
604031,Me la (Sudán),5
293109,Murcia (España),6
125243,Málaga (España),9
499576,madrid (España),10
275753,Ibiza (España),5
460531,Vina del Mar (Chile),9
409260,Almería (España),10
480481,vitoria (España),10
489669,Madrid (España),9
517402,Murcia (España),9
428468,Baleares (España),10
921488,Madrid (España),6
157765,Tarragona (España),4
586873,Siempre me lavo con (Gabón),3
621330,Valencia (España),4
252071,Palencia (España),9
227719,Monzón (España),8
461691,Madrid (España),9
153218,tigre (Argentina),3
640534,toledo (España),10
241005,Haddonfield (España),8
173436,Zaragoza (España),7
794481,Zaragoza (España),10
439203,Barcelona (España),3
108364,Klendathu (El Salvador),1
679801,santa cruz de tenerife (España),6
921435,asturias (España),10
466146,Madrid (España),8
160297,Pasajero 58 (España),7
486344,valencia (España),9
667210,Vigo (España),9
942652,Granada (España),10
482802,Sevilla (España),9
974929,Madrid (España),6
181769,Bilbao (España),2
891858,Madrid (España),7
657063,Gijón (España),7
286365,Valencia (España),6
356464,Barcelona (España),10
615376,Madrid (España),7
237146,Sevilla (España),9
153571,Málaga (España),9
335171,Madrid (España),10
550907,MADRID (España),8
901790,Vigo (España),10
236537,Jaén (España),1
480310,Buenos Aires (Argentina),9
116375,Madrid (España),8
675536,A Coruña (España),9
639684,Madrid (España),2
788644,Córdoba (España),10
866945,Preparando una (Macedonia),6
383670,santander (España),10
729002,Valhalla (España),1
456730,Tenerife (España),6
569835,vitoria (España),5
354216,Barcelona (España),5
238358,El paraíso (España),9
316766,sevilla (España),8
427875,Hija no reconocida de Madonna (Argentina),10
981629,Valencia (España),8
338223,Ayamonte (España),6
518121,REUS (España),8
903688,Barcelona (España),8
552051,Madrid (España),8
947092,Barcelona (España),9
294958,Madrid (España),10
430291,Barcelona (España),10
753773,Madrid (España),9
608330,Madrid (España),9
134705,lillo del bierzo (España),9
109082,MADRID (España),7
